Item ID,Item Name,SKU,UPC,MPN,EAN,ISBN,Is Returnable Item,Brand,Manufacturer,Description,Rate,Account,Account Code,Package Weight,Package Length,Package Width,Package Height,Dimension Unit,Weight Unit,Is Receivable Service,Taxable,Exemption Reason,Product Type,Source,Reference ID,Last Sync Time,Status,Usage unit,Unit Name,Purchase Rate,Purchase Account,Purchase Account Code,Purchase Description,Inventory Account,Inventory Account Code,Inventory Valuation Method,Reorder Point,Vendor,Opening Stock,Opening Stock Value,Stock On Hand,Item Type,Sellable,Purchasable,Track Inventory,TrackSerialNumber,Enable Bin Tracking,Is Combo Product,TAG.Inventory Type,TAG.Trade Shows 2025,CF.Inventory Type
6212012000000428966,Clamp B - 6 Series,GRKM61.5,,,,,true,GeoRipper,,Clamp Plate Under GR Adapter,USD 15.59,GeoRipper - Parts,4100,0.00,0.00,0.00,0.00,,,,true,,goods,2,,,Active,pcs,Pieces,USD 4.95,GeoRipper - Part,5100,"NWT: Quote 29556
Laser, Zinc Plate",Finished Goods,1210,fifo,0.00,Northwest Technologies,,,81.00,Inventory,true,true,true,false,false,false,,,
6212012000000428979,GeoRipper T/A Casting for Milwaukee MX314,MX1000,,,,,true,GeoRipper,,,USD 64.50,GeoRipper - Parts,4100,0.00,0.00,0.00,0.00,,,,true,,goods,2,,,Active,EA,,USD 21.50,GeoRipper - Part,5100,Casting for GeoRipperTA Milwaukee MX314,Finished Goods,1210,fifo,250.00,,,,491.00,Inventory,true,true,true,false,false,false,,,
6212012000000428992,Large Pulley - MX,MX1001,,,,,true,GeoRipper,,,USD 91.00,GeoRipper - Parts,4100,0.00,0.00,0.00,0.00,in,lb,,true,,goods,2,,,Active,EA,,USD 33.00,GeoRipper - Part,5100,Machined in Alu 6061,Finished Goods,1210,fifo,500.00,Ordinance Engineering Pte Ltd,,,895.00,Inventory,true,true,true,false,false,false,,,
6212012000000429005,Bushing - MX,MX1002,,,,,true,GeoRipper,,,USD 46.00,GeoRipper - Parts,4100,0.00,0.00,0.00,0.00,in,lb,,true,,goods,2,,,Active,EA,,USD 16.50,GeoRipper - Part,5100,Machined in Alu 6061,Finished Goods,1210,fifo,250.00,Ordinance Engineering Pte Ltd,,,449.00,Inventory,true,true,true,false,false,false,,,
6212012000000429018,Small Pulley - MX,MX1003,,,,,true,GeoRipper,,,USD 38.00,GeoRipper - Parts,4100,0.00,0.00,0.00,0.00,in,lb,,true,,goods,2,,,Active,EA,,USD 13.50,GeoRipper - Part,5100,Machined in Alu 6061,Finished Goods,1210,fifo,250.00,Ordinance Engineering Pte Ltd,,,449.00,Inventory,true,true,true,false,false,false,,,
6212012000000429031,Husqvarna T/A Casting,H1000,,,,,true,GeoRipper,,Husqvarna T/A Casting,USD 104.99,GeoRipper - Parts,4100,0.00,0.00,0.00,0.00,,,,true,,goods,2,,,Active,EA,,USD 55.50,GeoRipper - Part,5100,,Finished Goods,1210,fifo,250.00,,,,173.00,Inventory,true,true,true,false,false,false,,,
6212012000000429044,Pulley for 'The GeoRipper' & Husqvarna K770 GeoRipperT/A,H1001,810075760491,,810075760491,,true,GeoRipper,MiniTrencher,,USD 69.30,GeoRipper - Parts,4100,0.19,3.58,3.58,0.69,in,lb,,true,,goods,2,,,Active,EA,,USD 4.50,GeoRipper - Part,5100,,Finished Goods,1210,fifo,500.00,,,,773.00,Inventory,true,true,true,false,false,false,,,
6212012000000429057,Pulley for Husqvarna K970 GeoRipperT/A,H1002,810075760507,,810075760507,,true,GeoRipper,MiniTrencher,,USD 69.30,GeoRipper - Parts,4100,0.19,3.58,3.58,0.69,in,lb,,true,,goods,2,,,Active,EA,,USD 4.50,GeoRipper - Part,5100,,Finished Goods,1210,fifo,250.00,,,,286.00,Inventory,true,true,true,false,false,false,,,
6212012000000429084,Makita T/A Casting,M1000,,,,,true,GeoRipper,,Makita T/A Casting,USD 120.28,GeoRipper - Parts,4100,0.00,0.00,0.00,0.00,,,,true,,goods,2,,,Active,EA,,USD 45.10,GeoRipper - Part,5100,"TurboCast Part Number (Raw): GR M1000 
Machine Part Number GR M1000-20A/RA
Dully Oil Quenched, Tempered
Clear Zinc Plating .005 - .010 mm thickness",Finished Goods,1210,fifo,0.00,Turbo2 Cast Pvt. Ltd.,,,63.00,Inventory,true,true,true,false,false,false,,,
6212012000000429097,Pulley for Makita EK7651H/EK8100 GeoRipperT/A,M1001,810075760538,,810075760538,,true,GeoRipper,MiniTrencher,,USD 69.30,GeoRipper - Parts,4100,0.18,4.00,4.00,0.60,in,lb,,true,,goods,2,,,Active,EA,,USD 4.50,GeoRipper - Part,5100,,Finished Goods,1210,fifo,300.00,,,,340.00,Inventory,true,true,true,false,false,false,,,
